Linje,Påstigende,date
21,669,30/08/2022 00:00
22,362,30/08/2022 00:00
23,349,30/08/2022 00:00
24,5944,30/08/2022 00:00
26,3273,30/08/2022 00:00
27,321,30/08/2022 00:00
28,5054,30/08/2022 00:00
29,189,30/08/2022 00:00
31,220,30/08/2022 00:00
32,163,30/08/2022 00:00
33,5301,30/08/2022 00:00
34,5645,30/08/2022 00:00
35,326,30/08/2022 00:00
36,432,30/08/2022 00:00
40,1856,30/08/2022 00:00
42,6572,30/08/2022 00:00
43,415,30/08/2022 00:00
44,113,30/08/2022 00:00
20,7851,31/08/2022 00:00
21,635,31/08/2022 00:00
22,377,31/08/2022 00:00
23,328,31/08/2022 00:00
24,6018,31/08/2022 00:00
26,3154,31/08/2022 00:00
27,322,31/08/2022 00:00
28,5335,31/08/2022 00:00
29,176,31/08/2022 00:00
31,220,31/08/2022 00:00
32,175,31/08/2022 00:00
33,5121,31/08/2022 00:00
34,5849,31/08/2022 00:00
35,351,31/08/2022 00:00
36,379,31/08/2022 00:00
40,1916,31/08/2022 00:00
42,6534,31/08/2022 00:00
43,405,31/08/2022 00:00
44,94,31/08/2022 00:00
20,7729,01/09/2022 00:00
21,661,01/09/2022 00:00
22,358,01/09/2022 00:00
23,320,01/09/2022 00:00
24,6244,01/09/2022 00:00
26,3508,01/09/2022 00:00
27,301,01/09/2022 00:00
28,4943,01/09/2022 00:00
29,172,01/09/2022 00:00
31,179,01/09/2022 00:00
32,149,01/09/2022 00:00
33,5077,01/09/2022 00:00
34,5882,01/09/2022 00:00
35,306,01/09/2022 00:00
36,337,01/09/2022 00:00
40,1970,01/09/2022 00:00
42,7026,01/09/2022 00:00
43,366,01/09/2022 00:00
44,92,01/09/2022 00:00
20,7559,02/09/2022 00:00
21,497,02/09/2022 00:00
22,262,02/09/2022 00:00
23,288,02/09/2022 00:00
24,6807,02/09/2022 00:00
26,3554,02/09/2022 00:00
27,205,02/09/2022 00:00
28,5483,02/09/2022 00:00
29,165,02/09/2022 00:00
31,181,02/09/2022 00:00
32,129,02/09/2022 00:00
33,4820,02/09/2022 00:00
34,5434,02/09/2022 00:00
35,243,02/09/2022 00:00
36,244,02/09/2022 00:00
40,2223,02/09/2022 00:00
42,7056,02/09/2022 00:00
43,259,02/09/2022 00:00
44,73,02/09/2022 00:00
20,4560,03/09/2022 00:00
24,3671,03/09/2022 00:00
26,2480,03/09/2022 00:00
28,4695,03/09/2022 00:00
33,2510,03/09/2022 00:00
34,2708,03/09/2022 00:00
40,1385,03/09/2022 00:00
42,5004,03/09/2022 00:00
20,2208,04/09/2022 00:00
24,1845,04/09/2022 00:00
26,1527,04/09/2022 00:00
28,1779,04/09/2022 00:00
33,1115,04/09/2022 00:00
34,1188,04/09/2022 00:00
40,1048,04/09/2022 00:00
42,2533,04/09/2022 00:00
20,7332,05/09/2022 00:00
21,588,05/09/2022 00:00
22,337,05/09/2022 00:00
23,322,05/09/2022 00:00
24,5559,05/09/2022 00:00
26,3119,05/09/2022 00:00
27,284,05/09/2022 00:00
28,5073,05/09/2022 00:00
29,187,05/09/2022 00:00
31,187,05/09/2022 00:00
32,170,05/09/2022 00:00
33,5098,05/09/2022 00:00
34,5625,05/09/2022 00:00
35,301,05/09/2022 00:00
36,365,05/09/2022 00:00
40,1898,05/09/2022 00:00
42,6811,05/09/2022 00:00
43,316,05/09/2022 00:00
44,92,05/09/2022 00:00
20,7486,06/09/2022 00:00
21,556,06/09/2022 00:00
22,337,06/09/2022 00:00
23,323,06/09/2022 00:00
24,5873,06/09/2022 00:00
26,3354,06/09/2022 00:00
27,326,06/09/2022 00:00
28,4567,06/09/2022 00:00
29,213,06/09/2022 00:00
31,207,06/09/2022 00:00
32,149,06/09/2022 00:00
33,4896,06/09/2022 00:00
34,5542,06/09/2022 00:00
35,329,06/09/2022 00:00
36,367,06/09/2022 00:00
40,1697,06/09/2022 00:00
42,7157,06/09/2022 00:00
43,377,06/09/2022 00:00
44,96,06/09/2022 00:00
20,7894,07/09/2022 00:00
21,572,07/09/2022 00:00
22,345,07/09/2022 00:00
23,347,07/09/2022 00:00
24,6284,07/09/2022 00:00
26,3414,07/09/2022 00:00
27,281,07/09/2022 00:00
28,5139,07/09/2022 00:00
29,183,07/09/2022 00:00
31,192,07/09/2022 00:00
32,137,07/09/2022 00:00
33,5165,07/09/2022 00:00
34,5836,07/09/2022 00:00
35,336,07/09/2022 00:00
36,343,07/09/2022 00:00
40,1955,07/09/2022 00:00
42,7098,07/09/2022 00:00
43,352,07/09/2022 00:00
44,109,07/09/2022 00:00
20,7487,08/09/2022 00:00
21,591,08/09/2022 00:00
22,298,08/09/2022 00:00
23,308,08/09/2022 00:00
24,6209,08/09/2022 00:00
26,3815,08/09/2022 00:00
27,295,08/09/2022 00:00
28,5404,08/09/2022 00:00
29,191,08/09/2022 00:00
31,194,08/09/2022 00:00
32,144,08/09/2022 00:00
33,5147,08/09/2022 00:00
34,5783,08/09/2022 00:00
35,283,08/09/2022 00:00
36,296,08/09/2022 00:00
40,1932,08/09/2022 00:00
42,7553,08/09/2022 00:00
43,365,08/09/2022 00:00
44,78,08/09/2022 00:00
20,7455,09/09/2022 00:00
21,482,09/09/2022 00:00
22,286,09/09/2022 00:00
23,258,09/09/2022 00:00
24,5847,09/09/2022 00:00
26,3602,09/09/2022 00:00
27,213,09/09/2022 00:00
28,5589,09/09/2022 00:00
29,174,09/09/2022 00:00
31,154,09/09/2022 00:00
32,120,09/09/2022 00:00
33,4896,09/09/2022 00:00
34,5661,09/09/2022 00:00
35,224,09/09/2022 00:00
36,259,09/09/2022 00:00
40,2004,09/09/2022 00:00
42,7638,09/09/2022 00:00
43,293,09/09/2022 00:00
44,66,09/09/2022 00:00
20,5091,10/09/2022 00:00
24,3437,10/09/2022 00:00
26,2902,10/09/2022 00:00
28,4888,10/09/2022 00:00
33,2710,10/09/2022 00:00
34,2829,10/09/2022 00:00
40,1528,10/09/2022 00:00
42,5239,10/09/2022 00:00
20,2393,11/09/2022 00:00
24,2096,11/09/2022 00:00
26,1583,11/09/2022 00:00
28,1777,11/09/2022 00:00
33,1211,11/09/2022 00:00
34,1301,11/09/2022 00:00
40,1043,11/09/2022 00:00
42,2486,11/09/2022 00:00
20,7107,12/09/2022 00:00
21,607,12/09/2022 00:00
22,317,12/09/2022 00:00
23,297,12/09/2022 00:00
24,5646,12/09/2022 00:00
26,3200,12/09/2022 00:00
27,288,12/09/2022 00:00
28,5168,12/09/2022 00:00
29,195,12/09/2022 00:00
31,195,12/09/2022 00:00
32,145,12/09/2022 00:00
33,5109,12/09/2022 00:00
34,5796,12/09/2022 00:00
35,320,12/09/2022 00:00
36,354,12/09/2022 00:00
40,2025,12/09/2022 00:00
42,7033,12/09/2022 00:00
43,339,12/09/2022 00:00
44,88,12/09/2022 00:00
20,7169,13/09/2022 00:00
21,528,13/09/2022 00:00
22,342,13/09/2022 00:00
23,312,13/09/2022 00:00
24,5860,13/09/2022 00:00
26,3395,13/09/2022 00:00
27,293,13/09/2022 00:00
28,5317,13/09/2022 00:00
29,207,13/09/2022 00:00
31,206,13/09/2022 00:00
32,169,13/09/2022 00:00
33,5074,13/09/2022 00:00
34,5707,13/09/2022 00:00
35,308,13/09/2022 00:00
36,371,13/09/2022 00:00
40,1882,13/09/2022 00:00
42,6896,13/09/2022 00:00
43,366,13/09/2022 00:00
44,93,13/09/2022 00:00
20,7415,14/09/2022 00:00
21,667,14/09/2022 00:00
22,328,14/09/2022 00:00
23,335,14/09/2022 00:00
24,6011,14/09/2022 00:00
26,3298,14/09/2022 00:00
27,286,14/09/2022 00:00
28,4994,14/09/2022 00:00
29,195,14/09/2022 00:00
31,218,14/09/2022 00:00
32,145,14/09/2022 00:00
33,5193,14/09/2022 00:00
34,5663,14/09/2022 00:00
35,318,14/09/2022 00:00
36,360,14/09/2022 00:00
40,2033,14/09/2022 00:00
42,6784,14/09/2022 00:00
43,353,14/09/2022 00:00
44,100,14/09/2022 00:00
20,7309,15/09/2022 00:00
21,541,15/09/2022 00:00
22,296,15/09/2022 00:00
23,313,15/09/2022 00:00
24,6189,15/09/2022 00:00
26,3396,15/09/2022 00:00
27,269,15/09/2022 00:00
28,5044,15/09/2022 00:00
29,180,15/09/2022 00:00
31,180,15/09/2022 00:00
32,140,15/09/2022 00:00
33,5044,15/09/2022 00:00
34,5835,15/09/2022 00:00
35,286,15/09/2022 00:00
36,338,15/09/2022 00:00
40,2117,15/09/2022 00:00
42,7668,15/09/2022 00:00
43,349,15/09/2022 00:00
44,102,15/09/2022 00:00
20,7265,16/09/2022 00:00
21,517,16/09/2022 00:00
22,304,16/09/2022 00:00
23,230,16/09/2022 00:00
24,6441,16/09/2022 00:00
26,3565,16/09/2022 00:00
27,206,16/09/2022 00:00
28,5491,16/09/2022 00:00
29,151,16/09/2022 00:00
31,125,16/09/2022 00:00
32,100,16/09/2022 00:00
33,4749,16/09/2022 00:00
34,5361,16/09/2022 00:00
35,225,16/09/2022 00:00
36,308,16/09/2022 00:00
40,2119,16/09/2022 00:00
42,7133,16/09/2022 00:00
43,260,16/09/2022 00:00
44,85,16/09/2022 00:00
20,5321,17/09/2022 00:00
24,3640,17/09/2022 00:00
26,2895,17/09/2022 00:00
28,5411,17/09/2022 00:00
33,2776,17/09/2022 00:00
34,2767,17/09/2022 00:00
40,1666,17/09/2022 00:00
42,5374,17/09/2022 00:00
20,2179,18/09/2022 00:00
24,1918,18/09/2022 00:00
26,1403,18/09/2022 00:00
28,1891,18/09/2022 00:00
33,1187,18/09/2022 00:00
34,1251,18/09/2022 00:00
40,1025,18/09/2022 00:00
42,2488,18/09/2022 00:00
20,7106,19/09/2022 00:00
21,509,19/09/2022 00:00
22,359,19/09/2022 00:00
23,286,19/09/2022 00:00
24,6155,19/09/2022 00:00
26,3287,19/09/2022 00:00
27,314,19/09/2022 00:00
28,5198,19/09/2022 00:00
29,212,19/09/2022 00:00
31,197,19/09/2022 00:00
32,156,19/09/2022 00:00
33,4881,19/09/2022 00:00
34,5367,19/09/2022 00:00
35,323,19/09/2022 00:00
36,358,19/09/2022 00:00
40,2261,19/09/2022 00:00
42,6775,19/09/2022 00:00
43,315,19/09/2022 00:00
44,85,19/09/2022 00:00
20,7282,20/09/2022 00:00
21,526,20/09/2022 00:00
22,340,20/09/2022 00:00
23,326,20/09/2022 00:00
24,5725,20/09/2022 00:00
26,3440,20/09/2022 00:00
27,294,20/09/2022 00:00
28,5467,20/09/2022 00:00
29,200,20/09/2022 00:00
31,237,20/09/2022 00:00
32,140,20/09/2022 00:00
33,5077,20/09/2022 00:00
34,5482,20/09/2022 00:00
35,317,20/09/2022 00:00
36,374,20/09/2022 00:00
40,2138,20/09/2022 00:00
42,7279,20/09/2022 00:00
43,356,20/09/2022 00:00
44,94,20/09/2022 00:00
20,7065,21/09/2022 00:00
21,624,21/09/2022 00:00
22,292,21/09/2022 00:00
23,302,21/09/2022 00:00
24,6011,21/09/2022 00:00
26,2784,21/09/2022 00:00
27,305,21/09/2022 00:00
28,5229,21/09/2022 00:00
29,188,21/09/2022 00:00
31,200,21/09/2022 00:00
32,172,21/09/2022 00:00
33,5068,21/09/2022 00:00
34,5656,21/09/2022 00:00
35,322,21/09/2022 00:00
36,403,21/09/2022 00:00
40,2516,21/09/2022 00:00
42,6995,21/09/2022 00:00
43,326,21/09/2022 00:00
44,91,21/09/2022 00:00
20,7332,22/09/2022 00:00
21,596,22/09/2022 00:00
22,322,22/09/2022 00:00
23,301,22/09/2022 00:00
24,6454,22/09/2022 00:00
26,3239,22/09/2022 00:00
27,297,22/09/2022 00:00
28,5665,22/09/2022 00:00
29,185,22/09/2022 00:00
31,108,22/09/2022 00:00
32,125,22/09/2022 00:00
33,5287,22/09/2022 00:00
34,5748,22/09/2022 00:00
35,315,22/09/2022 00:00
36,320,22/09/2022 00:00
40,2592,22/09/2022 00:00
42,7479,22/09/2022 00:00
43,333,22/09/2022 00:00
44,83,22/09/2022 00:00
20,7549,23/09/2022 00:00
21,508,23/09/2022 00:00
22,287,23/09/2022 00:00
23,250,23/09/2022 00:00
24,7202,23/09/2022 00:00
26,3733,23/09/2022 00:00
27,244,23/09/2022 00:00
28,6078,23/09/2022 00:00
29,146,23/09/2022 00:00
31,175,23/09/2022 00:00
32,117,23/09/2022 00:00
33,5338,23/09/2022 00:00
34,5739,23/09/2022 00:00
35,265,23/09/2022 00:00
36,286,23/09/2022 00:00
40,2813,23/09/2022 00:00
42,7912,23/09/2022 00:00
43,266,23/09/2022 00:00
44,75,23/09/2022 00:00
20,6378,24/09/2022 00:00
24,5031,24/09/2022 00:00
26,3442,24/09/2022 00:00
28,7262,24/09/2022 00:00
33,3729,24/09/2022 00:00
34,3748,24/09/2022 00:00
40,2671,24/09/2022 00:00
42,7289,24/09/2022 00:00
20,2532,25/09/2022 00:00
24,2102,25/09/2022 00:00
26,1855,25/09/2022 00:00
28,2158,25/09/2022 00:00
33,1442,25/09/2022 00:00
34,1474,25/09/2022 00:00
40,1527,25/09/2022 00:00
42,3411,25/09/2022 00:00
20,6730,26/09/2022 00:00
21,514,26/09/2022 00:00
22,307,26/09/2022 00:00
23,248,26/09/2022 00:00
24,6281,26/09/2022 00:00
26,3333,26/09/2022 00:00
27,293,26/09/2022 00:00
28,5442,26/09/2022 00:00
29,209,26/09/2022 00:00
31,191,26/09/2022 00:00
32,162,26/09/2022 00:00
33,5041,26/09/2022 00:00
34,5374,26/09/2022 00:00
35,243,26/09/2022 00:00
36,322,26/09/2022 00:00
40,2645,26/09/2022 00:00
42,6699,26/09/2022 00:00
43,321,26/09/2022 00:00
44,76,26/09/2022 00:00
20,7027,27/09/2022 00:00
21,525,27/09/2022 00:00
22,345,27/09/2022 00:00
23,296,27/09/2022 00:00
24,6217,27/09/2022 00:00
26,3376,27/09/2022 00:00
27,279,27/09/2022 00:00
28,5416,27/09/2022 00:00
29,183,27/09/2022 00:00
31,206,27/09/2022 00:00
32,148,27/09/2022 00:00
33,5108,27/09/2022 00:00
34,5489,27/09/2022 00:00
35,241,27/09/2022 00:00
36,340,27/09/2022 00:00
40,2279,27/09/2022 00:00
42,7285,27/09/2022 00:00
43,301,27/09/2022 00:00
44,94,27/09/2022 00:00
20,7484,28/09/2022 00:00
21,529,28/09/2022 00:00
22,308,28/09/2022 00:00
23,346,28/09/2022 00:00
24,6681,28/09/2022 00:00
26,3446,28/09/2022 00:00
27,273,28/09/2022 00:00
28,5439,28/09/2022 00:00
29,194,28/09/2022 00:00
31,211,28/09/2022 00:00
32,156,28/09/2022 00:00
33,5029,28/09/2022 00:00
34,5435,28/09/2022 00:00
35,291,28/09/2022 00:00
36,339,28/09/2022 00:00
40,2593,28/09/2022 00:00
42,7610,28/09/2022 00:00
43,407,28/09/2022 00:00
44,86,28/09/2022 00:00
20,7356,29/09/2022 00:00
21,625,29/09/2022 00:00
22,369,29/09/2022 00:00
23,343,29/09/2022 00:00
24,6732,29/09/2022 00:00
26,3314,29/09/2022 00:00
27,270,29/09/2022 00:00
28,5486,29/09/2022 00:00
29,182,29/09/2022 00:00
31,185,29/09/2022 00:00
32,170,29/09/2022 00:00
33,5054,29/09/2022 00:00
34,5516,29/09/2022 00:00
35,271,29/09/2022 00:00
36,334,29/09/2022 00:00
40,2536,29/09/2022 00:00
42,7556,29/09/2022 00:00
43,380,29/09/2022 00:00
44,81,29/09/2022 00:00
20,7559,30/09/2022 00:00
21,414,30/09/2022 00:00
22,301,30/09/2022 00:00
23,271,30/09/2022 00:00
24,6935,30/09/2022 00:00
26,3724,30/09/2022 00:00
27,220,30/09/2022 00:00
28,5617,30/09/2022 00:00
29,150,30/09/2022 00:00
31,159,30/09/2022 00:00
32,127,30/09/2022 00:00
33,4579,30/09/2022 00:00
34,5414,30/09/2022 00:00
35,212,30/09/2022 00:00
36,268,30/09/2022 00:00
40,2725,30/09/2022 00:00
42,8119,30/09/2022 00:00
43,319,30/09/2022 00:00
44,96,30/09/2022 00:00
20,5410,01/10/2022 00:00
24,3607,01/10/2022 00:00
26,2894,01/10/2022 00:00
28,5117,01/10/2022 00:00
33,2895,01/10/2022 00:00
34,2903,01/10/2022 00:00
40,1986,01/10/2022 00:00
42,5725,01/10/2022 00:00
20,2433,02/10/2022 00:00
24,2101,02/10/2022 00:00
26,1656,02/10/2022 00:00
28,1891,02/10/2022 00:00
33,1339,02/10/2022 00:00
34,1356,02/10/2022 00:00
40,1405,02/10/2022 00:00
42,2786,02/10/2022 00:00
20,6783,03/10/2022 00:00
21,503,03/10/2022 00:00
22,294,03/10/2022 00:00
23,282,03/10/2022 00:00
24,5215,03/10/2022 00:00
26,3207,03/10/2022 00:00
27,266,03/10/2022 00:00
28,4767,03/10/2022 00:00
29,184,03/10/2022 00:00
31,185,03/10/2022 00:00
32,114,03/10/2022 00:00
33,4717,03/10/2022 00:00
34,5268,03/10/2022 00:00
35,247,03/10/2022 00:00
36,361,03/10/2022 00:00
40,2220,03/10/2022 00:00
42,6790,03/10/2022 00:00
43,324,03/10/2022 00:00
44,87,03/10/2022 00:00
20,6954,04/10/2022 00:00
21,556,04/10/2022 00:00
22,313,04/10/2022 00:00
23,257,04/10/2022 00:00
24,5241,04/10/2022 00:00
26,3113,04/10/2022 00:00
27,256,04/10/2022 00:00
28,5154,04/10/2022 00:00
29,212,04/10/2022 00:00
31,186,04/10/2022 00:00
32,170,04/10/2022 00:00
33,4943,04/10/2022 00:00
34,5301,04/10/2022 00:00
35,295,04/10/2022 00:00
36,347,04/10/2022 00:00
40,2244,04/10/2022 00:00
42,6764,04/10/2022 00:00
43,348,04/10/2022 00:00
44,100,04/10/2022 00:00
20,7046,05/10/2022 00:00
21,557,05/10/2022 00:00
22,283,05/10/2022 00:00
23,279,05/10/2022 00:00
24,5334,05/10/2022 00:00
26,3141,05/10/2022 00:00
27,277,05/10/2022 00:00
28,5212,05/10/2022 00:00
29,183,05/10/2022 00:00
31,192,05/10/2022 00:00
32,164,05/10/2022 00:00
33,4741,05/10/2022 00:00
34,5334,05/10/2022 00:00
35,286,05/10/2022 00:00
36,344,05/10/2022 00:00
40,2352,05/10/2022 00:00
42,6949,05/10/2022 00:00
43,326,05/10/2022 00:00
44,95,05/10/2022 00:00
20,6108,06/10/2022 00:00
21,493,06/10/2022 00:00
22,236,06/10/2022 00:00
23,222,06/10/2022 00:00
24,5141,06/10/2022 00:00
26,2969,06/10/2022 00:00
27,239,06/10/2022 00:00
28,4641,06/10/2022 00:00
29,157,06/10/2022 00:00
31,176,06/10/2022 00:00
32,140,06/10/2022 00:00
33,4687,06/10/2022 00:00
34,5317,06/10/2022 00:00
35,283,06/10/2022 00:00
36,347,06/10/2022 00:00
40,2082,06/10/2022 00:00
42,6463,06/10/2022 00:00
43,254,06/10/2022 00:00
44,69,06/10/2022 00:00
20,6677,07/10/2022 00:00
21,414,07/10/2022 00:00
22,212,07/10/2022 00:00
23,197,07/10/2022 00:00
24,5250,07/10/2022 00:00
26,3063,07/10/2022 00:00
27,190,07/10/2022 00:00
28,4877,07/10/2022 00:00
29,131,07/10/2022 00:00
31,130,07/10/2022 00:00
32,110,07/10/2022 00:00
33,4392,07/10/2022 00:00
34,5159,07/10/2022 00:00
35,209,07/10/2022 00:00
36,264,07/10/2022 00:00
40,2309,07/10/2022 00:00
42,6518,07/10/2022 00:00
43,189,07/10/2022 00:00
44,50,07/10/2022 00:00
20,5077,08/10/2022 00:00
24,3589,08/10/2022 00:00
26,2586,08/10/2022 00:00
28,4729,08/10/2022 00:00
33,3016,08/10/2022 00:00
34,2932,08/10/2022 00:00
40,2005,08/10/2022 00:00
42,5465,08/10/2022 00:00
20,2169,09/10/2022 00:00
24,1825,09/10/2022 00:00
26,1262,09/10/2022 00:00
28,1526,09/10/2022 00:00
33,1156,09/10/2022 00:00
34,1322,09/10/2022 00:00
40,1299,09/10/2022 00:00
42,2400,09/10/2022 00:00
20,7262,10/10/2022 00:00
21,606,10/10/2022 00:00
22,341,10/10/2022 00:00
23,336,10/10/2022 00:00
24,6575,10/10/2022 00:00
26,3499,10/10/2022 00:00
27,274,10/10/2022 00:00
28,5519,10/10/2022 00:00
29,188,10/10/2022 00:00
31,176,10/10/2022 00:00
32,145,10/10/2022 00:00
33,5224,10/10/2022 00:00
34,5820,10/10/2022 00:00
35,341,10/10/2022 00:00
36,375,10/10/2022 00:00
40,2730,10/10/2022 00:00
42,7430,10/10/2022 00:00
43,392,10/10/2022 00:00
44,95,10/10/2022 00:00
20,7371,11/10/2022 00:00
21,590,11/10/2022 00:00
22,368,11/10/2022 00:00
23,301,11/10/2022 00:00
24,6631,11/10/2022 00:00
26,3509,11/10/2022 00:00
27,282,11/10/2022 00:00
28,5619,11/10/2022 00:00
29,191,11/10/2022 00:00
31,178,11/10/2022 00:00
32,159,11/10/2022 00:00
33,5289,11/10/2022 00:00
34,5844,11/10/2022 00:00
35,320,11/10/2022 00:00
36,457,11/10/2022 00:00
40,2472,11/10/2022 00:00
42,7521,11/10/2022 00:00
43,442,11/10/2022 00:00
44,128,11/10/2022 00:00
20,6871,12/10/2022 00:00
21,689,12/10/2022 00:00
22,237,12/10/2022 00:00
23,253,12/10/2022 00:00
24,6118,12/10/2022 00:00
26,3237,12/10/2022 00:00
27,263,12/10/2022 00:00
28,4759,12/10/2022 00:00
29,149,12/10/2022 00:00
31,76,12/10/2022 00:00
32,157,12/10/2022 00:00
33,4842,12/10/2022 00:00
34,5121,12/10/2022 00:00
35,275,12/10/2022 00:00
36,339,12/10/2022 00:00
40,2360,12/10/2022 00:00
42,6806,12/10/2022 00:00
43,351,12/10/2022 00:00
44,56,12/10/2022 00:00
20,7809,13/10/2022 00:00
21,651,13/10/2022 00:00
22,378,13/10/2022 00:00
23,326,13/10/2022 00:00
24,6816,13/10/2022 00:00
26,3941,13/10/2022 00:00
27,287,13/10/2022 00:00
28,5842,13/10/2022 00:00
29,224,13/10/2022 00:00
31,157,13/10/2022 00:00
32,159,13/10/2022 00:00
33,5364,13/10/2022 00:00
34,6206,13/10/2022 00:00
35,328,13/10/2022 00:00
36,343,13/10/2022 00:00
40,2919,13/10/2022 00:00
42,7906,13/10/2022 00:00
43,401,13/10/2022 00:00
44,92,13/10/2022 00:00
20,7459,14/10/2022 00:00
21,527,14/10/2022 00:00
22,307,14/10/2022 00:00
23,244,14/10/2022 00:00
24,6849,14/10/2022 00:00
26,4247,14/10/2022 00:00
27,220,14/10/2022 00:00
28,6201,14/10/2022 00:00
29,154,14/10/2022 00:00
31,156,14/10/2022 00:00
32,150,14/10/2022 00:00
33,5333,14/10/2022 00:00
34,6007,14/10/2022 00:00
35,238,14/10/2022 00:00
36,305,14/10/2022 00:00
40,2877,14/10/2022 00:00
42,8183,14/10/2022 00:00
43,317,14/10/2022 00:00
44,83,14/10/2022 00:00
20,5629,15/10/2022 00:00
24,4347,15/10/2022 00:00
26,3095,15/10/2022 00:00
28,5974,15/10/2022 00:00
33,2993,15/10/2022 00:00
34,3022,15/10/2022 00:00
40,2203,15/10/2022 00:00
42,5999,15/10/2022 00:00
20,2619,16/10/2022 00:00
24,2298,16/10/2022 00:00
26,1825,16/10/2022 00:00
28,1935,16/10/2022 00:00
33,1303,16/10/2022 00:00
34,1399,16/10/2022 00:00
40,1529,16/10/2022 00:00
42,3023,16/10/2022 00:00
20,7496,17/10/2022 00:00
21,622,17/10/2022 00:00
22,328,17/10/2022 00:00
23,320,17/10/2022 00:00
24,6466,17/10/2022 00:00
26,3381,17/10/2022 00:00
27,259,17/10/2022 00:00
28,5427,17/10/2022 00:00
29,215,17/10/2022 00:00
31,186,17/10/2022 00:00
32,171,17/10/2022 00:00
33,5176,17/10/2022 00:00
34,5799,17/10/2022 00:00
35,305,17/10/2022 00:00
36,408,17/10/2022 00:00
40,2721,17/10/2022 00:00
42,7205,17/10/2022 00:00
43,368,17/10/2022 00:00
44,97,17/10/2022 00:00
20,7440,18/10/2022 00:00
21,632,18/10/2022 00:00
22,350,18/10/2022 00:00
23,360,18/10/2022 00:00
24,6475,18/10/2022 00:00
26,3534,18/10/2022 00:00
27,279,18/10/2022 00:00
28,5570,18/10/2022 00:00
29,201,18/10/2022 00:00
31,231,18/10/2022 00:00
32,167,18/10/2022 00:00
33,5181,18/10/2022 00:00
34,5756,18/10/2022 00:00
35,369,18/10/2022 00:00
36,379,18/10/2022 00:00
40,2794,18/10/2022 00:00
42,7140,18/10/2022 00:00
43,467,18/10/2022 00:00
44,106,18/10/2022 00:00
20,8113,19/10/2022 00:00
21,602,19/10/2022 00:00
22,326,19/10/2022 00:00
23,361,19/10/2022 00:00
24,7057,19/10/2022 00:00
26,3706,19/10/2022 00:00
27,264,19/10/2022 00:00
28,5820,19/10/2022 00:00
29,212,19/10/2022 00:00
31,222,19/10/2022 00:00
32,203,19/10/2022 00:00
33,5259,19/10/2022 00:00
34,5813,19/10/2022 00:00
35,369,19/10/2022 00:00
36,398,19/10/2022 00:00
40,2743,19/10/2022 00:00
42,7521,19/10/2022 00:00
43,491,19/10/2022 00:00
44,109,19/10/2022 00:00
20,7669,20/10/2022 00:00
21,610,20/10/2022 00:00
22,363,20/10/2022 00:00
23,331,20/10/2022 00:00
24,7105,20/10/2022 00:00
26,3749,20/10/2022 00:00
27,275,20/10/2022 00:00
28,5875,20/10/2022 00:00
29,185,20/10/2022 00:00
31,211,20/10/2022 00:00
32,166,20/10/2022 00:00
33,5207,20/10/2022 00:00
34,5939,20/10/2022 00:00
35,335,20/10/2022 00:00
36,390,20/10/2022 00:00
40,2859,20/10/2022 00:00
42,7771,20/10/2022 00:00
43,417,20/10/2022 00:00
44,98,20/10/2022 00:00
20,7875,21/10/2022 00:00
21,530,21/10/2022 00:00
22,309,21/10/2022 00:00
23,257,21/10/2022 00:00
24,7051,21/10/2022 00:00
26,3798,21/10/2022 00:00
27,232,21/10/2022 00:00
28,6289,21/10/2022 00:00
29,165,21/10/2022 00:00
31,159,21/10/2022 00:00
32,138,21/10/2022 00:00
33,5041,21/10/2022 00:00
34,5853,21/10/2022 00:00
35,263,21/10/2022 00:00
36,338,21/10/2022 00:00
40,2870,21/10/2022 00:00
42,8266,21/10/2022 00:00
43,379,21/10/2022 00:00
44,96,21/10/2022 00:00
20,5025,22/10/2022 00:00
24,3598,22/10/2022 00:00
26,2572,22/10/2022 00:00
28,5155,22/10/2022 00:00
33,2983,22/10/2022 00:00
34,2925,22/10/2022 00:00
40,2067,22/10/2022 00:00
42,5770,22/10/2022 00:00
20,2289,23/10/2022 00:00
24,2155,23/10/2022 00:00
26,1556,23/10/2022 00:00
28,1842,23/10/2022 00:00
33,1378,23/10/2022 00:00
34,1377,23/10/2022 00:00
40,1464,23/10/2022 00:00
42,2568,23/10/2022 00:00
20,8115,24/10/2022 00:00
21,620,24/10/2022 00:00
22,365,24/10/2022 00:00
23,328,24/10/2022 00:00
24,6976,24/10/2022 00:00
26,3896,24/10/2022 00:00
27,304,24/10/2022 00:00
28,6371,24/10/2022 00:00
29,203,24/10/2022 00:00
31,200,24/10/2022 00:00
32,180,24/10/2022 00:00
33,5594,24/10/2022 00:00
34,6278,24/10/2022 00:00
35,340,24/10/2022 00:00
36,440,24/10/2022 00:00
40,2994,24/10/2022 00:00
42,7896,24/10/2022 00:00
43,437,24/10/2022 00:00
44,117,24/10/2022 00:00
20,8104,25/10/2022 00:00
21,696,25/10/2022 00:00
22,393,25/10/2022 00:00
23,381,25/10/2022 00:00
24,6938,25/10/2022 00:00
26,3803,25/10/2022 00:00
27,331,25/10/2022 00:00
28,6129,25/10/2022 00:00
29,233,25/10/2022 00:00
31,223,25/10/2022 00:00
32,207,25/10/2022 00:00
33,5611,25/10/2022 00:00
34,6271,25/10/2022 00:00
35,363,25/10/2022 00:00
36,459,25/10/2022 00:00
