Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;6458;5919;6997;100,0;31;31;0;438;93,2;Totalt i retning GIÆVERBUKTA;5680;340;84;75;165;16;14;2,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;12715;11638;13792;100,0;31;31;0;439;96,5;Totalt;11691;585;120;125;319;22;19;3,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5509;5135;5883;100,0;31;31;0;2;100,0;1;5212;295;44;76;171;4;4;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5087;4757;5417;100,0;31;31;0;61;98,8;2;4798;228;75;79;67;7;6;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;680;611;749;100,0;31;31;0;1;99,9;4;553;127;11;13;102;1;1;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5508;5134;5882;100,0;31;31;0;2;100,0;Totalt i retning LANGNESBAKKEN;5211;295;44;76;171;4;4;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5768;5371;6165;100,0;31;31;0;61;98,9;Totalt i retning GIÆVERBUKTA;5352;355;87;92;169;8;7;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;11276;10506;12046;100,0;31;31;0;63;99,4;Totalt;10563;650;130;168;341;11;10;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5782;5407;6157;100,0;28;28;0;2;100,0;1;5472;308;53;72;179;4;4;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5326;4971;5681;100,0;28;28;0;97;98,2;2;4993;236;79;76;72;9;8;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;692;633;751;100,0;28;28;0;1;99,9;4;563;128;11;14;103;1;1;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5780;5405;6155;100,0;28;28;0;1;100,0;Totalt i retning LANGNESBAKKEN;5471;308;52;72;179;4;4;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6020;5621;6419;100,0;28;28;0;98;98,4;Totalt i retning GIÆVERBUKTA;5557;365;90;90;175;10;9;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;11800;11030;12570;100,0;28;28;0;100;99,2;Totalt;11028;672;143;162;354;14;13;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5913;5577;6249;100,0;31;31;0;2;100,0;1;5533;378;84;102;188;4;4;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5505;5192;5818;100,0;31;31;0;90;98,4;2;5156;259;80;92;80;8;7;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;648;594;702;100,0;31;31;0;2;99,7;4;528;118;8;14;95;1;1;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5914;5578;6250;100,0;31;31;0;3;99,9;Totalt i retning LANGNESBAKKEN;5533;378;84;102;188;4;4;0,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;6153;5796;6510;100,0;31;31;0;92;98,5;Totalt i retning GIÆVERBUKTA;5684;377;88;105;175;9;8;1,,,,,,,,,,
49212V1126027;Postterminalen;FV862 S1D30 m46;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;12066;11374;12758;100,0;31;31;0;94;99,2;Totalt;11217;756;172;208;363;13;12;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6991;6460;7522;100,0;31;31;0;2;100,0;1;6543;447;145;157;119;26;24;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6903;6349;7457;100,0;31;31;0;0;100,0;2;6391;511;213;164;116;18;17;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6904;6350;7458;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;6392;512;213;164;116;18;17;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6990;6459;7521;100,0;31;31;0;1;100,0;Totalt i retning Langnes;6542;447;145;157;119;26;24;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;13894;12810;14978;100,0;31;31;0;2;100,0;Totalt;12934;958;358;321;235;44;41;3,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7517;7091;7943;100,0;28;28;0;2;100,0;1;7043;472;151;165;127;29;27;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7564;7092;8036;100,0;28;28;0;1;100,0;2;7002;561;232;181;125;23;22;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7564;7092;8036;100,0;28;28;0;0;100,0;Totalt i retning Sentrum;7003;561;232;181;125;23;22;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;7517;7091;7943;100,0;28;28;0;3;100,0;Totalt i retning Langnes;7042;472;151;165;127;29;27;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;15081;14183;15979;100,0;28;28;0;3;100,0;Totalt;14045;1033;383;346;252;52;49;3,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;7757;7358;8156;100,0;31;31;0;2;100,0;1;7304;451;162;136;126;26;25;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;7815;7368;8262;100,0;31;31;0;1;100,0;2;7271;543;246;152;122;23;23;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;7815;7368;8262;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;7272;542;246;152;122;23;23;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;7757;7358;8156;100,0;31;31;0;2;100,0;Totalt i retning Langnes;7304;451;162;136;126;26;25;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;15572;14727;16417;100,0;31;31;0;3;100,0;Totalt;14576;993;408;288;248;49;48;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7068;6384;7752;100,0;30;30;0;8;99,9;1;6673;387;142;111;111;22;21;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7099;6363;7835;100,0;30;30;0;1;100,0;2;6628;471;216;125;109;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7100;6364;7836;100,0;30;30;0;1;100,0;Totalt i retning Sentrum;6628;471;216;125;109;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;7067;6383;7751;100,0;30;30;0;8;99,9;Totalt i retning Langnes;6672;387;142;111;111;22;21;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;14167;12750;15584;100,0;30;30;0;9;99,9;Totalt;13300;857;358;237;221;42;41;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7476;6920;8032;100,0;31;31;0;6;99,9;1;7034;436;150;144;120;23;22;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7581;6979;8183;100,0;31;31;0;2;100,0;2;7068;512;219;154;118;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7581;6979;8183;100,0;31;31;0;2;100,0;Totalt i retning Sentrum;7068;511;219;153;118;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7476;6920;8032;100,0;31;31;0;6;99,9;Totalt i retning Langnes;7033;437;150;145;120;23;22;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;15057;13901;16213;100,0;31;31;0;8;99,9;Totalt;14101;948;370;298;238;43;42;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7748;7214;8282;100,0;30;30;0;1;100,0;1;7216;530;187;182;136;25;24;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7884;7299;8469;100,0;30;30;0;0;100,0;2;7298;586;243;188;133;22;22;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7885;7299;8471;100,0;30;30;0;1;100,0;Totalt i retning Sentrum;7298;586;243;188;133;22;22;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7747;7213;8281;100,0;30;30;0;1;100,0;Totalt i retning Langnes;7216;530;187;182;136;25;24;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;15632;14513;16751;100,0;30;30;0;2;100,0;Totalt;14514;1117;431;370;269;47;46;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6162;5780;6544;100,0;31;31;0;1;100,0;1;5698;463;162;156;126;18;18;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6229;5790;6668;100,0;31;31;0;0;100,0;2;5724;505;203;164;120;17;17;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6229;5790;6668;100,0;31;31;0;0;100,0;Totalt i retning Sentrum;5724;504;203;164;120;17;17;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;6162;5780;6544;100,0;31;31;0;1;100,0;Totalt i retning Langnes;5698;463;162;157;126;18;18;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;12391;11571;13211;100,0;31;31;0;1;100,0;Totalt;11423;967;365;320;246;35;35;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;7593;7125;8061;100,0;31;31;0;1;100,0;1;7100;492;181;175;114;22;21;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;7642;7125;8159;100,0;31;31;0;1;100,0;2;7100;541;234;178;109;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;7642;7125;8159;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;7100;541;234;178;109;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;7593;7125;8061;100,0;31;31;0;1;100,0;Totalt i retning Langnes;7100;492;181;176;114;22;21;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;15234;14250;16218;100,0;31;31;0;1;100,0;Totalt;14200;1033;415;353;223;43;42;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7880;7472;8288;100,0;30;30;0;1;100,0;1;7365;514;171;188;132;23;23;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;8041;7566;8516;100,0;30;30;0;0;100,0;2;7462;579;236;190;131;23;23;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;8042;7567;8517;100,0;30;30;0;1;100,0;Totalt i retning Sentrum;7462;579;236;190;131;23;23;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;7880;7472;8288;100,0;30;30;0;1;100,0;Totalt i retning Langnes;7364;514;171;188;132;23;23;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;15921;15042;16800;100,0;30;30;0;1;100,0;Totalt;14826;1094;407;378;263;46;46;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;7620;7217;8023;100,0;31;31;0;3;100,0;1;7165;452;159;148;123;22;21;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;7759;7300;8218;100,0;31;31;0;0;100,0;2;7242;517;215;159;124;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;7758;7299;8217;100,0;31;31;0;0;100,0;Totalt i retning Sentrum;7241;517;214;159;124;20;20;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;7620;7217;8023;100,0;31;31;0;2;100,0;Totalt i retning Langnes;7165;452;159;148;123;22;21;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;15379;14517;16241;100,0;31;31;0;3;100,0;Totalt;14407;969;374;307;247;42;41;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7641;7189;8093;100,0;30;30;0;9;99,9;1;7173;460;172;138;130;19;18;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7771;7276;8266;100,0;30;30;0;1;100,0;2;7250;519;229;144;129;17;17;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7771;7276;8266;100,0;30;30;0;1;100,0;Totalt i retning Sentrum;7251;519;229;144;129;17;17;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;7640;7188;8092;100,0;30;30;0;8;99,9;Totalt i retning Langnes;7173;460;172;138;130;20;19;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;15412;14467;16357;100,0;30;30;0;10;99,9;Totalt;14423;979;401;282;259;37;36;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7382;6758;8006;100,0;31;31;0;36;99,5;1;6924;422;160;114;125;23;21;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7567;6924;8210;100,0;31;31;0;1;100,0;2;7110;456;196;123;122;15;15;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7567;6924;8210;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;7110;456;196;123;122;15;15;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;7382;6758;8006;100,0;31;31;0;36;99,5;Totalt i retning Langnes;6924;422;160;114;125;23;21;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;14949;13685;16213;100,0;31;31;0;36;99,8;Totalt;14034;878;356;237;248;38;36;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6649;6242;7056;100,0;31;31;0;2;100,0;1;6178;468;174;132;138;24;22;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6767;6299;7235;100,0;31;31;0;1;100,0;2;6265;500;205;142;138;16;15;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6767;6299;7235;100,0;31;31;0;1;100,0;Totalt i retning Sentrum;6266;500;205;142;138;16;15;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6648;6241;7055;100,0;31;31;0;2;100,0;Totalt i retning Langnes;6178;468;174;132;138;24;22;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;13416;12542;14290;100,0;31;31;0;4;100,0;Totalt;12444;968;379;274;276;40;37;3,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6971;6574;7368;100,0;28;28;0;4;99,9;1;6481;486;189;130;142;26;24;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7124;6681;7567;100,0;28;28;0;2;100,0;2;6611;511;216;136;140;19;19;0,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7124;6681;7567;100,0;28;28;0;1;100,0;Totalt i retning Sentrum;6611;512;216;136;140;20;19;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;6970;6573;7367;100,0;28;28;0;3;100,0;Totalt i retning Langnes;6480;486;189;130;142;26;24;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;14094;13255;14933;100,0;28;28;0;5;100,0;Totalt;13091;998;405;266;282;44;42;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7218;6840;7596;100,0;31;31;0;1;100,0;1;6693;524;192;155;145;32;30;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7335;6913;7757;100,0;31;31;0;1;100,0;2;6796;538;216;160;143;19;18;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7335;6913;7757;100,0;31;31;0;0;100,0;Totalt i retning Sentrum;6797;538;216;160;143;19;18;1,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7217;6839;7595;100,0;31;31;0;1;100,0;Totalt i retning Langnes;6692;524;192;155;145;32;30;2,,,,,,,,,,
52043V1664653;Langnestunnelen;FV862 S1D20 m897;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;14552;13753;15351;100,0;31;31;0;1;100,0;Totalt;13489;1062;408;315;288;50;47;3,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2498;2166;2830;100,0;31;31;0;0;100,0;1;2427;70;31;27;5;8;7;1,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4157;3706;4608;100,0;31;31;0;0;100,0;2;3925;232;76;111;41;4;4;0,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;8038;7123;8953;100,0;31;31;0;4;100,0;3;7109;925;297;350;221;57;55;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6038;5303;6773;100,0;31;31;0;1;100,0;4;5225;812;377;262;145;29;27;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;10536;9292;11780;100,0;31;31;0;4;100,0;Totalt i retning RITØ;9536;996;328;378;226;65;62;3,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;10194;9015;11373;100,0;31;31;0;0;100,0;Totalt i retning Breivikatunnelen;9150;1044;453;372;186;33;31;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;20730;18308;23152;100,0;31;31;0;4;100,0;Totalt;18686;2040;781;750;411;98;93;5,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;2736;2410;3062;100,0;28;28;0;0;100,0;1;2668;68;30;27;5;7;6;1,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4563;4127;4999;100,0;28;28;0;0;100,0;2;4295;267;84;125;53;6;6;0,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;8641;7744;9538;100,0;28;28;0;2;100,0;3;7649;990;304;373;249;64;62;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6427;5703;7151;100,0;28;28;0;0;100,0;4;5575;852;394;268;158;32;30;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;11378;10157;12599;100,0;28;28;0;3;100,0;Totalt i retning RITØ;10317;1059;334;400;254;71;68;3,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;10990;9835;12145;100,0;28;28;0;1;100,0;Totalt i retning Breivikatunnelen;9870;1119;478;393;211;38;36;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;22368;19993;24743;100,0;28;28;0;3;100,0;Totalt;20187;2178;812;792;464;108;103;5,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;2778;2462;3094;100,0;31;31;0;0;100,0;1;2708;70;31;27;5;7;6;1,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4821;4391;5251;100,0;31;31;0;0;100,0;2;4513;308;86;135;78;9;9;0,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;9045;8189;9901;100,0;31;31;0;2;100,0;3;8013;1030;313;358;287;72;70;2,,,,,,,,,,
55092V1125799;BREIVIKA;EV8 S2D1 m207;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6651;5964;7338;100,0;31;31;0;0;100,0;4;5775;875;417;260;167;30;29;1,,,,,,,,,,
